"","row","col","edge","index","group","group_label","valence","arousal","type"
"397","GLOOMY","HOPE",0.346938775510204,1,"emotion","Emotion",0.334869431643625,0.539719626168224,"within"
"398","GRIEF","HOPE",0.464404366397722,1,"emotion","Emotion",0.208909370199693,0.920560747663551,"within"
"399","HAPPY","HOPE",0.806122448979592,1,"emotion","Emotion",0.847926267281106,0.822429906542056,"within"
"400","HATE","HOPE",0.583152409900131,1,"emotion","Emotion",0.152073732718894,0.773364485981308,"within"
"442","ANGER","JOY",0.510421189752497,1,"emotion","Emotion",0.122887864823348,0.911214953271028,"within"
"443","ANXIETY","JOY",0.469387755102041,1,"emotion","Emotion",0.104454685099846,0.820093457943925,"within"
"444","ENVY","JOY",0.520408163265306,1,"emotion","Emotion",0.207373271889401,0.719626168224299,"within"
"445","FEAR (FRIGHT)","JOY",0.582283977420756,1,"emotion","Emotion",0.188940092165899,0.86214953271028,"within"
"446","GLOOMY","JOY",0.371386054421769,1,"emotion","Emotion",0.222734254992319,0.478971962616822,"within"
"447","GRIEF","JOY",0.453416149068323,1,"emotion","Emotion",0.0967741935483869,0.85981308411215,"within"
"448","HAPPY","JOY",0.957890070921986,1,"emotion","Emotion",0.960061443932412,0.883177570093458,"within"
"449","HATE","JOY",0.535501700680272,1,"emotion","Emotion",0.0399385560675883,0.83411214953271,"within"
"450","HOPE","JOY",0.886692176870748,1,"emotion","Emotion",0.887864823348694,0.939252336448598,"within"
"491","ANGER","LOVE",0.573382544507165,1,"emotion","Emotion",0.155145929339478,0.866822429906542,"within"
"492","ANXIETY","LOVE",0.380952380952381,1,"emotion","Emotion",0.136712749615975,0.864485981308411,"within"
"493","ENVY","LOVE",0.563612679114199,1,"emotion","Emotion",0.23963133640553,0.764018691588785,"within"
"494","FEAR (FRIGHT)","LOVE",0.50531914893617,1,"emotion","Emotion",0.221198156682028,0.817757009345795,"within"
"495","GLOOMY","LOVE",0.26764455782313,1,"emotion","Emotion",0.254992319508449,0.523364485981308,"within"
"496","GRIEF","LOVE",0.47406462585034,1,"emotion","Emotion",0.129032258064516,0.904205607476635,"within"
"497","HAPPY","LOVE",0.791925465838509,1,"emotion","Emotion",0.927803379416283,0.838785046728972,"within"
"498","HATE","LOVE",0.698658649398705,1,"emotion","Emotion",0.0721966205837175,0.789719626168224,"within"
"499","HOPE","LOVE",0.883096716947649,1,"emotion","Emotion",0.920122887864823,0.983644859813084,"within"
"500","JOY","LOVE",0.838775510204081,1,"emotion","Emotion",0.967741935483871,0.955607476635514,"within"
"540","ANGER","PITY",0.649447278911565,1,"emotion","Emotion",0.895545314900154,0.565420560747664,"within"
"541","ANXIETY","PITY",0.681898846495119,1,"emotion","Emotion",0.877112135176651,0.83411214953271,"within"
"542","ENVY","PITY",0.65625,1,"emotion","Emotion",0.980030721966206,0.934579439252337,"within"
"543","FEAR (FRIGHT)","PITY",0.71875,1,"emotion","Emotion",0.961597542242704,0.516355140186916,"within"
"544","GLOOMY","PITY",0.648936170212766,1,"emotion","Emotion",0.995391705069124,0.824766355140187,"within"
"545","GRIEF","PITY",0.79421768707483,1,"emotion","Emotion",0.869431643625192,0.794392523364486,"within"
"546","HAPPY","PITY",0.316326530612245,1,"emotion","Emotion",0.187403993855607,0.537383177570094,"within"
"547","HATE","PITY",0.673469387755102,1,"emotion","Emotion",0.812596006144393,0.488317757009346,"within"
"548","HOPE","PITY",0.422406462585034,1,"emotion","Emotion",0.339477726574501,0.714953271028038,"within"
"549","JOY","PITY",0.40625,1,"emotion","Emotion",0.227342549923195,0.654205607476636,"within"
"550","LOVE","PITY",0.489795918367347,1,"emotion","Emotion",0.259600614439324,0.698598130841122,"within"
"589","ANGER","PROUD",0.510204081632653,1,"emotion","Emotion",0.308755760368664,0.911214953271028,"within"
"590","ANXIETY","PROUD",0.401998299319728,1,"emotion","Emotion",0.290322580645161,0.820093457943925,"within"
"591","ENVY","PROUD",0.515093537414966,1,"emotion","Emotion",0.393241167434716,0.719626168224299,"within"
"592","FEAR (FRIGHT)","PROUD",0.540352504638219,1,"emotion","Emotion",0.374807987711214,0.86214953271028,"within"
"593","GLOOMY","PROUD",0.371173469387755,1,"emotion","Emotion",0.408602150537634,0.478971962616822,"within"
"594","GRIEF","PROUD",0.469170646982198,1,"emotion","Emotion",0.282642089093702,0.85981308411215,"within"
"595","HAPPY","PROUD",0.812418584455058,1,"emotion","Emotion",0.774193548387097,0.883177570093458,"within"
"596","HATE","PROUD",0.463222789115646,1,"emotion","Emotion",0.225806451612903,0.83411214953271,"within"
"597","HOPE","PROUD",0.757985803016858,1,"emotion","Emotion",0.926267281105991,0.939252336448598,"within"
"598","JOY","PROUD",0.835034013605442,1,"emotion","Emotion",0.814132104454685,1,"within"
"599","LOVE","PROUD",0.75,1,"emotion","Emotion",0.846390168970814,0.955607476635514,"within"
"600","PITY","PROUD",0.54363873208858,1,"emotion","Emotion",0.41321044546851,0.654205607476636,"within"
"638","ANGER","REGRET",0.778812056737589,1,"emotion","Emotion",0.860215053763441,0.759345794392524,"within"
"639","ANXIETY","REGRET",0.783163265306122,1,"emotion","Emotion",0.841781874039939,0.97196261682243,"within"
"640","ENVY","REGRET",0.604166666666667,1,"emotion","Emotion",0.944700460829493,0.871495327102804,"within"
"641","FEAR (FRIGHT)","REGRET",0.793792517006803,1,"emotion","Emotion",0.926267281105991,0.710280373831776,"within"
"642","GLOOMY","REGRET",0.650085034013606,1,"emotion","Emotion",0.960061443932412,0.630841121495327,"within"
"643","GRIEF","REGRET",0.749023013460703,1,"emotion","Emotion",0.834101382488479,0.988317757009346,"within"
"644","HAPPY","REGRET",0.332638888888889,1,"emotion","Emotion",0.222734254992319,0.731308411214953,"within"
"645","HATE","REGRET",0.660501700680272,1,"emotion","Emotion",0.777265745007681,0.682242990654206,"within"
"646","HOPE","REGRET",0.47641723356009,1,"emotion","Emotion",0.374807987711213,0.908878504672897,"within"
"647","JOY","REGRET",0.484693877551021,1,"emotion","Emotion",0.262672811059908,0.848130841121495,"within"
"648","LOVE","REGRET",0.516637089618456,1,"emotion","Emotion",0.294930875576037,0.892523364485981,"within"
"649","PITY","REGRET",0.772959183673469,1,"emotion","Emotion",0.964669738863287,0.80607476635514,"within"
"650","PROUD","REGRET",0.478260869565218,1,"emotion","Emotion",0.448540706605223,0.848130841121495,"within"
"687","ANGER","SAD",0.772746598639456,1,"emotion","Emotion",0.938556067588326,0.429906542056075,"within"
"688","ANXIETY","SAD",0.760095527572731,1,"emotion","Emotion",0.956989247311828,0.698598130841122,"within"
"689","ENVY","SAD",0.526152482269504,1,"emotion","Emotion",0.854070660522273,0.799065420560748,"within"
"690","FEAR (FRIGHT)","SAD",0.7405557967868,1,"emotion","Emotion",0.872503840245776,0.380841121495327,"within"
"691","GLOOMY","SAD",0.88125,1,"emotion","Emotion",0.838709677419355,0.960280373831776,"within"
"692","GRIEF","SAD",0.937444543034605,1,"emotion","Emotion",0.964669738863287,0.658878504672897,"within"
"693","HAPPY","SAD",0.556787932564331,1,"emotion","Emotion",0.0215053763440861,0.401869158878505,"within"
"694","HATE","SAD",0.753188775510204,1,"emotion","Emotion",0.978494623655914,0.352803738317757,"within"
"695","HOPE","SAD",0.448328267477204,1,"emotion","Emotion",0.17357910906298,0.579439252336449,"within"
"696","JOY","SAD",0.53656914893617,1,"emotion","Emotion",0.0614439324116742,0.518691588785047,"within"
"697","LOVE","SAD",0.482697426796805,1,"emotion","Emotion",0.0937019969278035,0.563084112149533,"within"
"698","PITY","SAD",0.690688775510204,1,"emotion","Emotion",0.834101382488479,0.864485981308411,"within"
"699","PROUD","SAD",0.494902482269504,1,"emotion","Emotion",0.247311827956989,0.518691588785047,"within"
"700","REGRET","SAD",0.777728482697427,1,"emotion","Emotion",0.798771121351767,0.670560747663551,"within"
"736","ANGER","SHAME",0.700892857142857,1,"emotion","Emotion",0.981566820276498,0.876168224299066,"within"
"737","ANXIETY","SHAME",0.824404761904762,1,"emotion","Emotion",0.963133640552995,0.855140186915888,"within"
"738","ENVY","SHAME",0.722151360544218,1,"emotion","Emotion",0.93394777265745,0.754672897196262,"within"
"739","FEAR (FRIGHT)","SHAME",0.801464063886424,1,"emotion","Emotion",0.952380952380952,0.827102803738318,"within"
"740","GLOOMY","SHAME",0.588731144631766,1,"emotion","Emotion",0.918586789554532,0.514018691588785,"within"
"741","GRIEF","SHAME",0.721938775510204,1,"emotion","Emotion",0.955453149001536,0.894859813084112,"within"
"742","HAPPY","SHAME",0.36790780141844,1,"emotion","Emotion",0.101382488479263,0.848130841121496,"within"
"743","HATE","SHAME",0.724489795918367,1,"emotion","Emotion",0.898617511520737,0.799065420560748,"within"
"744","HOPE","SHAME",0.392063492063493,1,"emotion","Emotion",0.253456221198157,0.974299065420561,"within"
"745","JOY","SHAME",0.437689969604864,1,"emotion","Emotion",0.141321044546851,0.964953271028038,"within"
"746","LOVE","SHAME",0.418367346938776,1,"emotion","Emotion",0.17357910906298,0.990654205607477,"within"
"747","PITY","SHAME",0.750118203309693,1,"emotion","Emotion",0.913978494623656,0.689252336448598,"within"
"748","PROUD","SHAME",0.583586626139817,1,"emotion","Emotion",0.327188940092166,0.964953271028038,"within"
"749","REGRET","SHAME",0.86734693877551,1,"emotion","Emotion",0.878648233486943,0.883177570093458,"within"
"750","SAD","SHAME",0.73469387755102,1,"emotion","Emotion",0.920122887864823,0.553738317757009,"within"
"785","ANGER","SURPRISED",0.504464285714285,1,"emotion","Emotion",0.374807987711213,0.995327102803738,"within"
"786","ANXIETY","SURPRISED",0.62133984028394,1,"emotion","Emotion",0.356374807987711,0.726635514018692,"within"
"787","ENVY","SURPRISED",0.473404255319149,1,"emotion","Emotion",0.459293394777266,0.626168224299065,"within"
"788","FEAR (FRIGHT)","SURPRISED",0.559722222222222,1,"emotion","Emotion",0.440860215053763,0.955607476635514,"within"
"789","GLOOMY","SURPRISED",0.408163265306122,1,"emotion","Emotion",0.474654377880184,0.385514018691589,"within"
"790","GRIEF","SURPRISED",0.448328267477204,1,"emotion","Emotion",0.348694316436252,0.766355140186916,"within"
"791","HAPPY","SURPRISED",0.75,1,"emotion","Emotion",0.708141321044547,0.976635514018692,"within"
"792","HATE","SURPRISED",0.4375,1,"emotion","Emotion",0.291858678955453,0.927570093457944,"within"
"793","HOPE","SURPRISED",0.573816760746852,1,"emotion","Emotion",0.860215053763441,0.845794392523364,"within"
"794","JOY","SURPRISED",0.785714285714286,1,"emotion","Emotion",0.748079877112135,0.906542056074766,"within"
"795","LOVE","SURPRISED",0.489795918367347,1,"emotion","Emotion",0.780337941628264,0.86214953271028,"within"
"796","PITY","SURPRISED",0.428571428571428,1,"emotion","Emotion",0.47926267281106,0.560747663551402,"within"
"797","PROUD","SURPRISED",0.755102040816326,1,"emotion","Emotion",0.93394777265745,0.906542056074766,"within"
"798","REGRET","SURPRISED",0.479374728614851,1,"emotion","Emotion",0.514592933947773,0.754672897196262,"within"
"799","SAD","SURPRISED",0.479166666666667,1,"emotion","Emotion",0.313364055299539,0.425233644859813,"within"
"800","SHAME","SURPRISED",0.453656462585034,1,"emotion","Emotion",0.393241167434716,0.871495327102804,"within"
"834","ANGER","WORRY",0.772746598639456,1,"emotion","Emotion",0.938556067588326,0.906542056074766,"within"
"835","ANXIETY","WORRY",0.908163265306122,1,"emotion","Emotion",0.956989247311828,0.63785046728972,"within"
"836","ENVY","WORRY",0.642287234042553,1,"emotion","Emotion",0.854070660522273,0.537383177570093,"within"
"837","FEAR (FRIGHT)","WORRY",0.895833333333333,1,"emotion","Emotion",0.872503840245776,0.955607476635514,"within"
"838","GLOOMY","WORRY",0.683673469387755,1,"emotion","Emotion",0.838709677419355,0.296728971962617,"within"
"839","GRIEF","WORRY",0.742134353741496,1,"emotion","Emotion",0.964669738863287,0.677570093457944,"within"
"840","HAPPY","WORRY",0.515971606033718,1,"emotion","Emotion",0.0215053763440861,0.934579439252336,"within"
"841","HATE","WORRY",0.641371158392435,1,"emotion","Emotion",0.978494623655914,0.983644859813084,"within"
"842","HOPE","WORRY",0.413265306122449,1,"emotion","Emotion",0.17357910906298,0.757009345794392,"within"
"843","JOY","WORRY",0.50531462585034,1,"emotion","Emotion",0.0614439324116742,0.817757009345794,"within"
"844","LOVE","WORRY",0.504676870748299,1,"emotion","Emotion",0.0937019969278035,0.773364485981308,"within"
"845","PITY","WORRY",0.793154761904762,1,"emotion","Emotion",0.834101382488479,0.47196261682243,"within"
"846","PROUD","WORRY",0.469387755102041,1,"emotion","Emotion",0.247311827956989,0.817757009345794,"within"
"847","REGRET","WORRY",0.793367346938775,1,"emotion","Emotion",0.798771121351767,0.66588785046729,"within"
"848","SAD","WORRY",0.80625,1,"emotion","Emotion",1,0.336448598130841,"within"
"849","SHAME","WORRY",0.73881893182805,1,"emotion","Emotion",0.920122887864823,0.782710280373832,"within"
"850","SURPRISED","WORRY",0.55718537414966,1,"emotion","Emotion",0.313364055299539,0.911214953271028,"within"
"883","ANGER","MERRY",0.385416666666667,1,"emotion","Emotion",0.278033794162826,0.682242990654206,"within"
"884","ANXIETY","MERRY",0.342379504993487,1,"emotion","Emotion",0.259600614439324,0.950934579439252,"within"
"885","ENVY","MERRY",0.288265306122449,1,"emotion","Emotion",0.362519201228879,0.948598130841121,"within"
"886","FEAR (FRIGHT)","MERRY",0.350552721088435,1,"emotion","Emotion",0.344086021505376,0.633177570093458,"within"
"887","GLOOMY","MERRY",0.50998697351281,1,"emotion","Emotion",0.377880184331797,0.707943925233645,"within"
"888","GRIEF","MERRY",0.360544217687074,1,"emotion","Emotion",0.251920122887865,0.911214953271028,"within"
"889","HAPPY","MERRY",0.903628117913832,1,"emotion","Emotion",0.804915514592934,0.654205607476636,"within"
"890","HATE","MERRY",0.418367346938776,1,"emotion","Emotion",0.195084485407066,0.605140186915888,"within"
"891","HOPE","MERRY",0.735581188997338,1,"emotion","Emotion",0.956989247311828,0.83177570093458,"within"
"892","JOY","MERRY",0.904170363797693,1,"emotion","Emotion",0.844854070660522,0.771028037383178,"within"
"893","LOVE","MERRY",0.744897959183674,1,"emotion","Emotion",0.877112135176651,0.815420560747664,"within"
"894","PITY","MERRY",0.358156028368794,1,"emotion","Emotion",0.382488479262673,0.883177570093458,"within"
"895","PROUD","MERRY",0.607780612244898,1,"emotion","Emotion",0.969278033794163,0.771028037383178,"within"
"896","REGRET","MERRY",0.290924880590534,1,"emotion","Emotion",0.417818740399386,0.922897196261682,"within"
"897","SAD","MERRY",0.470748299319728,1,"emotion","Emotion",0.216589861751152,0.747663551401869,"within"
"898","SHAME","MERRY",0.368351063829787,1,"emotion","Emotion",0.296466973886329,0.80607476635514,"within"
"899","SURPRISED","MERRY",0.589539007092199,1,"emotion","Emotion",0.903225806451613,0.677570093457944,"within"
"900","WORRY","MERRY",0.448979591836735,1,"emotion","Emotion",0.216589861751152,0.588785046728972,"within"
"932","ANGER","DESIRE",0.542336083369518,1,"emotion","Emotion",0.301075268817204,0.936915887850467,"within"
"933","ANXIETY","DESIRE",0.479591836734694,1,"emotion","Emotion",0.282642089093702,0.668224299065421,"within"
"934","ENVY","DESIRE",0.734250221827861,1,"emotion","Emotion",0.385560675883257,0.567757009345794,"within"
"935","FEAR (FRIGHT)","DESIRE",0.48121521335807,1,"emotion","Emotion",0.367127496159754,0.985981308411215,"within"
"936","GLOOMY","DESIRE",0.336734693877551,1,"emotion","Emotion",0.400921658986175,0.327102803738318,"within"
"937","GRIEF","DESIRE",0.438775510204082,1,"emotion","Emotion",0.274961597542243,0.707943925233645,"within"
"938","HAPPY","DESIRE",0.621675531914893,1,"emotion","Emotion",0.781874039938556,0.964953271028037,"within"
"939","HATE","DESIRE",0.50377107364685,1,"emotion","Emotion",0.218125960061444,0.985981308411215,"within"
"940","HOPE","DESIRE",0.861904761904762,1,"emotion","Emotion",0.93394777265745,0.787383177570093,"within"
"941","JOY","DESIRE",0.700892857142857,1,"emotion","Emotion",0.821812596006144,0.848130841121495,"within"
"942","LOVE","DESIRE",0.822622666087711,1,"emotion","Emotion",0.854070660522273,0.803738317757009,"within"
"943","PITY","DESIRE",0.453869047619048,1,"emotion","Emotion",0.405529953917051,0.502336448598131,"within"
"944","PROUD","DESIRE",0.671694764862466,1,"emotion","Emotion",0.992319508448541,0.848130841121495,"within"
"945","REGRET","DESIRE",0.505767524401065,1,"emotion","Emotion",0.440860215053763,0.696261682242991,"within"
"946","SAD","DESIRE",0.447459834997829,1,"emotion","Emotion",0.23963133640553,0.366822429906542,"within"
"947","SHAME","DESIRE",0.43812418584455,1,"emotion","Emotion",0.319508448540707,0.813084112149533,"within"
"948","SURPRISED","DESIRE",0.547429078014185,1,"emotion","Emotion",0.926267281105991,0.941588785046729,"within"
"949","WORRY","DESIRE",0.382227891156462,1,"emotion","Emotion",0.23963133640553,0.969626168224299,"within"
"950","MERRY","DESIRE",0.556760204081633,1,"emotion","Emotion",0.976958525345622,0.619158878504673,"within"
"981","ANGER","GOOD",0.263297872340426,1,"emotion","Emotion",0.172043010752688,0.469626168224299,"within"
"982","ANXIETY","GOOD",0.329931972789115,1,"emotion","Emotion",0.153609831029186,0.738317757009346,"within"
"983","ENVY","GOOD",0.299107142857143,1,"emotion","Emotion",0.25652841781874,0.838785046728972,"within"
"984","FEAR (FRIGHT)","GOOD",0.379991126885537,1,"emotion","Emotion",0.238095238095238,0.420560747663552,"within"
"985","GLOOMY","GOOD",0.228397742075554,1,"emotion","Emotion",0.271889400921659,0.920560747663551,"within"
"986","GRIEF","GOOD",0.270950933564916,1,"emotion","Emotion",0.145929339477727,0.698598130841122,"within"
"987","HAPPY","GOOD",0.842280390417036,1,"emotion","Emotion",0.910906298003072,0.441588785046729,"within"
"988","HATE","GOOD",0.414676508901433,1,"emotion","Emotion",0.089093701996928,0.392523364485981,"within"
"989","HOPE","GOOD",0.737950499348676,1,"emotion","Emotion",0.937019969278034,0.619158878504673,"within"
"990","JOY","GOOD",0.773171768707483,1,"emotion","Emotion",0.95084485407066,0.558411214953271,"within"
"991","LOVE","GOOD",0.717976552323057,1,"emotion","Emotion",0.98310291858679,0.602803738317757,"within"
"992","PITY","GOOD",0.309098639455783,1,"emotion","Emotion",0.276497695852535,0.904205607476635,"within"
"993","PROUD","GOOD",0.663265306122449,1,"emotion","Emotion",0.863287250384025,0.558411214953271,"within"
"994","REGRET","GOOD",0.284574468085107,1,"emotion","Emotion",0.311827956989247,0.710280373831776,"within"
"995","SAD","GOOD",0.5,1,"emotion","Emotion",0.110599078341014,0.960280373831776,"within"
"996","SHAME","GOOD",0.356255545696539,1,"emotion","Emotion",0.190476190476191,0.593457943925234,"within"
"997","SURPRISED","GOOD",0.584020842379505,1,"emotion","Emotion",0.797235023041475,0.464953271028037,"within"
"998","WORRY","GOOD",0.346938775510204,1,"emotion","Emotion",0.110599078341014,0.376168224299065,"within"
"999","MERRY","GOOD",0.728614850195397,1,"emotion","Emotion",0.894009216589862,0.787383177570093,"within"
"1000","DESIRE","GOOD",0.45809813287017,1,"emotion","Emotion",0.870967741935484,0.406542056074766,"within"
"1030","ANGER","LIKE",0.295918367346939,1,"emotion","Emotion",0.241167434715822,0.642523364485981,"within"
"1031","ANXIETY","LIKE",0.332609639600521,1,"emotion","Emotion",0.222734254992319,0.911214953271028,"within"
"1032","ENVY","LIKE",0.392431972789115,1,"emotion","Emotion",0.325652841781874,0.988317757009346,"within"
"1033","FEAR (FRIGHT)","LIKE",0.33014455782313,1,"emotion","Emotion",0.307219662058372,0.593457943925234,"within"
"1034","GLOOMY","LIKE",0.218627876682588,1,"emotion","Emotion",0.341013824884793,0.747663551401869,"within"
"1035","GRIEF","LIKE",0.290924880590534,1,"emotion","Emotion",0.21505376344086,0.871495327102804,"within"
"1036","HAPPY","LIKE",0.755328798185941,1,"emotion","Emotion",0.841781874039939,0.614485981308411,"within"
"1037","HATE","LIKE",0.655883630047764,1,"emotion","Emotion",0.158218125960061,0.565420560747664,"within"
"1038","HOPE","LIKE",0.639668367346939,1,"emotion","Emotion",0.993855606758833,0.792056074766355,"within"
"1039","JOY","LIKE",0.658956916099773,1,"emotion","Emotion",0.881720430107527,0.731308411214953,"within"
"1040","LOVE","LIKE",0.895788102475032,1,"emotion","Emotion",0.913978494623656,0.775700934579439,"within"
"1041","PITY","LIKE",0.343432007400555,1,"emotion","Emotion",0.345622119815668,0.922897196261682,"within"
"1042","PROUD","LIKE",0.595011337868481,1,"emotion","Emotion",0.932411674347158,0.731308411214953,"within"
"1043","REGRET","LIKE",0.411352040816326,1,"emotion","Emotion",0.380952380952381,0.883177570093458,"within"
"1044","SAD","LIKE",0.316770186335404,1,"emotion","Emotion",0.179723502304147,0.787383177570093,"within"
"1045","SHAME","LIKE",0.320199275362319,1,"emotion","Emotion",0.259600614439324,0.766355140186916,"within"
"1046","SURPRISED","LIKE",0.615067303517152,1,"emotion","Emotion",0.866359447004608,0.63785046728972,"within"
"1047","WORRY","LIKE",0.326530612244898,1,"emotion","Emotion",0.179723502304147,0.549065420560748,"within"
"1048","MERRY","LIKE",0.521493703864525,1,"emotion","Emotion",0.963133640552995,0.960280373831776,"within"
"1049","DESIRE","LIKE",0.791576204950065,1,"emotion","Emotion",0.940092165898617,0.579439252336449,"within"
"1050","GOOD","LIKE",0.650566893424037,1,"emotion","Emotion",0.930875576036866,0.827102803738318,"within"
"1079","ANGER","BAD",0.660159716060337,1,"emotion","Emotion",0.886328725038402,0.75,"within"
"1080","ANXIETY","BAD",0.619047619047619,1,"emotion","Emotion",0.8678955453149,0.981308411214953,"within"
"1081","ENVY","BAD",0.469387755102041,1,"emotion","Emotion",0.970814132104455,0.880841121495327,"within"
"1082","FEAR (FRIGHT)","BAD",0.556547619047619,1,"emotion","Emotion",0.952380952380952,0.700934579439253,"within"
"1083","GLOOMY","BAD",0.669642857142857,1,"emotion","Emotion",0.986175115207373,0.64018691588785,"within"
"1084","GRIEF","BAD",0.72172619047619,1,"emotion","Emotion",0.860215053763441,0.978971962616823,"within"
"1085","HAPPY","BAD",0.467120181405896,1,"emotion","Emotion",0.196620583717358,0.72196261682243,"within"
"1086","HATE","BAD",0.666521927920104,1,"emotion","Emotion",0.803379416282642,0.672897196261682,"within"
"1087","HOPE","BAD",0.285714285714286,1,"emotion","Emotion",0.348694316436252,0.899532710280374,"within"
"1088","JOY","BAD",0.41765543426673,1,"emotion","Emotion",0.236559139784946,0.838785046728972,"within"
"1089","LOVE","BAD",0.277848639455782,1,"emotion","Emotion",0.268817204301075,0.883177570093458,"within"
"1090","PITY","BAD",0.552083333333333,1,"emotion","Emotion",0.990783410138249,0.815420560747664,"within"
"1091","PROUD","BAD",0.390860692102928,1,"emotion","Emotion",0.422427035330261,0.838785046728972,"within"
"1092","REGRET","BAD",0.589317375886525,1,"emotion","Emotion",0.973886328725038,0.990654205607477,"within"
"1093","SAD","BAD",0.771168041684759,1,"emotion","Emotion",0.824884792626728,0.679906542056075,"within"
"1094","SHAME","BAD",0.698611111111111,1,"emotion","Emotion",0.904761904761905,0.873831775700935,"within"
"1095","SURPRISED","BAD",0.318877551020408,1,"emotion","Emotion",0.488479262672811,0.745327102803738,"within"
"1096","WORRY","BAD",0.598935226264419,1,"emotion","Emotion",0.824884792626728,0.656542056074766,"within"
"1097","MERRY","BAD",0.348562152133581,1,"emotion","Emotion",0.391705069124424,0.932242990654206,"within"
"1098","DESIRE","BAD",0.219496309161962,1,"emotion","Emotion",0.414746543778802,0.686915887850467,"within"
"1099","GOOD","BAD",0.677160225792445,1,"emotion","Emotion",0.285714285714286,0.719626168224299,"within"
"1100","LIKE","BAD",0.377551020408163,1,"emotion","Emotion",0.354838709677419,0.892523364485981,"within"
"1128","ANGER","WANT",0.265079365079365,1,"emotion","Emotion",0.462365591397849,0.850467289719626,"within"
"1129","ANXIETY","WANT",0.505540780141844,1,"emotion","Emotion",0.443932411674347,0.880841121495327,"within"
"1130","ENVY","WANT",0.653061224489796,1,"emotion","Emotion",0.546850998463902,0.780373831775701,"within"
"1131","FEAR (FRIGHT)","WANT",0.427083333333333,1,"emotion","Emotion",0.528417818740399,0.801401869158879,"within"
